trans_id,lang,translation
טכניון/הנדסת חומרים,EN,Technion/Material engineering
טכניון/הנדסת חומרים,HE,טכניון/הנדסת חומרים
טכניון/הנדסת חומרים,AR,التخنيون/ هندسة مواد
טכניון/מעונות הסטודנטים,AR,التخنيون/مساكن الطَّلَبة
טכניון/מעונות הסטודנטים,HE,טכניון/מעונות הסטודנטים
טכניון/מעונות הסטודנטים,EN,Technion/Dormitories
טכניון/מעונות העמים,HE,טכניון/מעונות העמים
טכניון/מעונות העמים,EN,Technion/Hasenat Dormitories
טכניון/מרכז המבקרים,EN,Technion/Visitors center
טכניון/מרכז המבקרים,AR,التخنيون/ مركز الزائرين
טכניון/מרכז המבקרים,HE,טכניון/מרכז המבקרים
טל,AR,طال
טל,HE,טל
טל,EN,Tal
טל אל 1,AR,طال إيل 1
טל אל 1,HE,טל אל 1
טל אל 1,EN,Tal El 1
טל/יובל,EN,Tal/Yuval
טל/יובל,HE,טל/יובל
טל/יובל,AR,طال/يوڤال
טל/נחלים,EN,Tal/Nehalim
טל/נחלים,AR,طال/نِحَليم
טל/נחלים,HE,טל/נחלים
טלדור,AR,طلدور
טלדור,EN,Teldor
טלדור,HE,טלדור
טלמון ג,EN,Talmon C
טלמון ג,HE,טלמון ג
טלמון ג,AR,طلمون ج
טלמון ד,HE,טלמון ד
טלמון ד,AR,طلمون د
טלמון ד,EN,Talmon D
טל-שחר מרכז,EN,Tal-Shahar Center
טל-שחר מרכז,AR,تل - شاحر مركز
טל-שחר מרכז,HE,טל-שחר מרכז
טמרה,AR,طمرة
טמרה,EN,Tamra
טמרה,HE,טמרה
טמרה 1,AR,طمرة 1
טמרה 1,HE,טמרה 1
טמרה 1,EN,Tamra 1
טמרה 1/כביש 70,AR,طمرة 1/ طريق 70
טמרה 1/כביש 70,EN,Tamra 1/Road 70
טמרה 1/כביש 70,HE,טמרה 1/כביש 70
טמרה 10,EN,Tamra 10
טמרה 10,HE,טמרה 10
טמרה 10,AR,طمرة 10
טמרה 12,HE,טמרה 12
טמרה 12,AR,طمرة 12
טמרה 12,EN,Tamra 12
טמרה 2,HE,טמרה 2
טמרה 2,EN,Tamra 2
טמרה 2,AR,طمرة 2
טמרה 2/כביש 70,AR,طمرة 2/ طريق 70
טמרה 2/כביש 70,EN,Tamra 2/Road 70
טמרה 2/כביש 70,HE,טמרה 2/כביש 70
טמרה א'/כביש ראשי,HE,טמרה א'/כביש ראשי
טמרה א'/כביש ראשי,EN,Tamra A/Main road
טמרה א'/כביש ראשי,AR,طمرة أ/ طريق رئيسي
טמרה ב,HE,טמרה ב
טמרה ב,EN,Tamra B
טמרה ב,AR,طمرة ب
טמרה ג,EN,Tamra C
טמרה ג,AR,طمرة ج
טמרה ג,HE,טמרה ג
טמרה ג'/כביש ראשי,AR,طمرة ج/ طريق رئيسي
טמרה ג'/כביש ראשי,EN,Tamra C/Main Road
טמרה ג'/כביש ראשי,HE,טמרה ג'/כביש ראשי
טמרה ד'/מסגד אלרחמה,HE,טמרה ד'/מסגד אלרחמה
טמרה ד'/מסגד אלרחמה,AR,طمرة د'/ مسجد الرحمة
טמרה ד'/מסגד אלרחמה,EN,Tamra D/Al Rahma Mosque
טמרה ד'/מרכז מסחרי,HE,טמרה ד'/מרכז מסחרי
טמרה ד'/מרכז מסחרי,EN,Tamra D/Commercial center
טמרה ד'/מרכז מסחרי,AR,طمرة د'/ مركز تجاري
טמרה ה,EN,Tamra E
טמרה ה,AR,طمرة ه
טמרה ה,HE,טמרה ה
טמרה ו'/מסגד אלקובה,AR,طمرة و'/ مسجد القبة
טמרה ו'/מסגד אלקובה,EN,Tamra F/Al Qubba Mosque
טמרה ו'/מסגד אלקובה,HE,טמרה ו'/מסגד אלקובה
טמרה ז,AR,طمرة ز
טמרה ז,HE,טמרה ז
טמרה ז,EN,Tamra G
טמרה ח,EN,Tamra H
טמרה ח,AR,طمرة ح
טמרה ח,HE,טמרה ח
טמרה ט'/עירייה,HE,טמרה ט'/עירייה
טמרה ט'/עירייה,AR,طمرة ط'/بلدية
טמרה ט'/עירייה,EN,Tamra I/Municipality
טמרה טז,AR,طمرة ط ز
טמרה טז,EN,Tamra P
טמרה טז,HE,טמרה טז
טמרה י,EN,Tamra J
טמרה י,AR,طمرة ي
טמרה י,HE,טמרה י
טמרה י'/קופ"ח כללית,HE,טמרה י'/קופ"ח כללית
טמרה י'/קופ"ח כללית,EN,Tamra J/Kupat Holim Clalit
טמרה י'/קופ"ח כללית,AR,طمرة ي'/ كوبات حوليم كلاليت
טמרה כ,EN,Tamra K
טמרה כ,HE,טמרה כ
טמרה כ,AR,طمرة ك
טמרה כניסה,HE,טמרה כניסה
טמרה כניסה,EN,Tamra Entrance
טמרה כניסה,AR,طمرة دخول
טמרה ל'/מסגד אלקובה,AR,طمرة ل'/ مسجد القبة
טמרה ל'/מסגד אלקובה,EN,Tamra L/Al Qubba Mosque
טמרה ל'/מסגד אלקובה,HE,טמרה ל'/מסגד אלקובה
טמרה מ'/קופ"ח כללית,AR,طمرة م'/ كوبات حوليم كلاليت
טמרה מ'/קופ"ח כללית,EN,Tamra M/Kupat Holim Clalit
טמרה מ'/קופ"ח כללית,HE,טמרה מ'/קופ"ח כללית
טמרה נ,EN,Tamra N
טמרה נ,AR,طمرة ن
טמרה נ,HE,טמרה נ
טמרה נ'/מסגד אלרחמה,AR,طمرة ن'/ مسجد الرحمة
טמרה נ'/מסגד אלרחמה,EN,Tamra N/Al Qubba Mosque
טמרה נ'/מסגד אלרחמה,HE,טמרה נ'/מסגד אלרחמה
טמרה ס,AR,طمرة س
טמרה ס,EN,Tamra O
טמרה ס,HE,טמרה ס
טמרה ע,HE,טמרה ע
טמרה ע,AR,طمرة ع
טמרה ע,EN,Tamra P
טמרה/בית ספר מפתן,HE,טמרה/בית ספר מפתן
טמרה/בית ספר מפתן,EN,Tamra/Niftan School
טמרה/בית ספר מפתן,AR,طمرة/مدرسة مفتان
טמרה/בית עלמין,EN,Tamra/Cemetery
טמרה/בית עלמין,HE,טמרה/בית עלמין
טמרה/בית עלמין,AR,طمرة/مقبرة
טמרה/יציאה מחלת שריף,EN,Tamra/Exit from Halat Sharif
טמרה/יציאה מחלת שריף,AR,طمرة/خروج مَحلات شريف
טמרה/יציאה מחלת שריף,HE,טמרה/יציאה מחלת שריף
טמרה/מסגד אלסלאם,HE,טמרה/מסגד אלסלאם
טמרה/מסגד אלסלאם,EN,Tamra/Al Salam Mosque
טמרה/מסגד אלסלאם,AR,طمرة/مسجد السلام
טמרה/עירייה,AR,طمرة/بلدية
טמרה/עירייה,EN,Tamra/Municipality
טמרה/עירייה,HE,טמרה/עירייה
טמרה/קופ"ח כללית,HE,טמרה/קופ"ח כללית
טמרה/קופ"ח כללית,EN,Tamra/Kupat Holim Clalit
טמרה/קופ"ח כללית,AR,طمرة/كوبات حوليم كلاليت
טמרה/שדות,AR,طمرة/ سدوت
טמרה/שדות,HE,טמרה/שדות
טמרה/שדות,EN,Tamra/Sadot
'טנא עומרים א,EN,Tene Omarim A'
'טנא עומרים א,AR,تيني  عوماريم أ
'טנא עומרים א,HE,'טנא עומרים א
טנא עומרים-יציאה,HE,טנא עומרים-יציאה
טנא עומרים-יציאה,EN,Teneh Omarim - Exit
טנא עומרים-יציאה,AR,تانا عومريم - خروج
טרומן,EN,Truman
טרומן,AR,ترومان
טרומן,HE,טרומן
טרומן/גולדה,EN,Truman/Golda
טרומן/גולדה,HE,טרומן/גולדה
טרומן/גולדה,AR,ترومان/جُولدا
טרומן/דגניה,EN,Truman/Degania
טרומן/דגניה,AR,ترومان/دَجَنيا
טרומן/דגניה,HE,טרומן/דגניה
טרומן/מח"ל,HE,טרומן/מח"ל
טרומן/מח"ל,EN,Truman/Mahal
טרומן/מח"ל,AR,ترومان/ماحَل
טרומן/נרות שבת,AR,ترومان/نيروت شَبات
טרומן/נרות שבת,EN,Truman/Nerot Shabbat
טרומן/נרות שבת,HE,טרומן/נרות שבת
טרומן/עוזיאל,HE,טרומן/עוזיאל
טרומן/עוזיאל,AR,ترومان/عوزيئيل
טרומן/עוזיאל,EN,Truman/Uziel
טרומן/רמות,AR,ترومان/رَموت
טרומן/רמות,HE,טרומן/רמות
טרומן/רמות,EN,Truman/Ramot
טרומפלדור יוסף/הדסה,AR,ترومبلدور يوسف/هَداسا
טרומפלדור יוסף/הדסה,HE,טרומפלדור יוסף/הדסה
טרומפלדור יוסף/הדסה,EN,Trumpeldor Yosef/Hadassah
טרומפלדור יוסף/העצמאות,HE,טרומפלדור יוסף/העצמאות
טרומפלדור יוסף/העצמאות,EN,Trumpeldor Yosef/HaAtzmaouth
טרומפלדור יוסף/העצמאות,AR,ترومبلدور يوسف/هَعتصمؤوت
טרומפלדור יוסף/יאיר אברהם שטרן,EN,Trumpeldor Yosef/Yair Avraham Stern
טרומפלדור יוסף/יאיר אברהם שטרן,AR,ترومبلدور يوسف/يئير أڤراهام شنيرن
טרומפלדור יוסף/יאיר אברהם שטרן,HE,טרומפלדור יוסף/יאיר אברהם שטרן
טרומפלדור יוסף/רמב"ם,AR,ترومبلدور يوسف/رامبام
טרומפלדור יוסף/רמב"ם,HE,טרומפלדור יוסף/רמב"ם
טרומפלדור יוסף/רמב"ם,EN,Trumpeldor Yosef/Rambam
טרומפלדור/דגל ראובן,HE,טרומפלדור/דגל ראובן
טרומפלדור/דגל ראובן,AR,تْرومبلدور/ديجل رِؤوفين
טרומפלדור/דגל ראובן,EN,Trumpeldor/Degel Reuven
טרומפלדור/הזית,HE,טרומפלדור/הזית
טרומפלדור/הזית,AR,ترومبلدور/هَزايِت
טרומפלדור/הזית,EN,Trumpeldor/Hazayit
טרומפלדור/המלכים,EN,Trumpeldor/HaMlachim
טרומפלדור/המלכים,HE,טרומפלדור/המלכים
טרומפלדור/המלכים,AR,ترومبلدور/هَملخيم
טרומפלדור/התיכון,HE,טרומפלדור/התיכון
טרומפלדור/התיכון,EN,Trumpeldor/HaTichon
טרומפלדור/התיכון,AR,ترومبلدور/هَتيخون
טרומפלדור/חניתה,EN,Trumpeldor/Hanita
טרומפלדור/חניתה,HE,טרומפלדור/חניתה
טרומפלדור/חניתה,AR,ترومبلدور/حنيتا
טרומפלדור/י''ד ליל הגשרים,HE,טרומפלדור/י''ד ליל הגשרים
טרומפלדור/י''ד ליל הגשרים,EN,Trumpeldor/Yud Daled Leil Hagesharim
טרומפלדור/י''ד ליל הגשרים,AR,طرومبلدور/ ياد ليل هجشريم
טרומפלדור/יצחק שדה,EN,Trumpeldor/Itshak Sade
טרומפלדור/יצחק שדה,HE,טרומפלדור/יצחק שדה
טרומפלדור/יצחק שדה,AR,ترومبلدور/يتسحاك سَديه
טרומפלדור/כיכר דוד,HE,טרומפלדור/כיכר דוד
טרומפלדור/כיכר דוד,EN,Trumpeldor/David Square
טרומפלדור/כיכר דוד,AR,ترومبلدور/دُوار دافيد
טרומפלדור/מיזוג גלויות,HE,טרומפלדור/מיזוג גלויות
טרומפלדור/מיזוג גלויות,EN,Trumpeldor/Mizug Galuyout
טרומפלדור/מיזוג גלויות,AR,ترومبلدور/ميزوج جلويوت
טרומפלדור/מימון,HE,טרומפלדור/מימון
טרומפלדור/מימון,EN,Trumpeldor/Maimon
טרומפלדור/מימון,AR,ترومبلدور/ميمون
טרומפלדור/מצדה,EN,Trumpeldor/Masada
טרומפלדור/מצדה,AR,ترومبلدور/متسادا
טרומפלדור/מצדה,HE,טרומפלדור/מצדה
טרומפלדור/מרכז זיו,AR,تْرومبلدور/مركز زيف
טרומפלדור/מרכז זיו,EN,Trumpeldor/Ziv Center
טרומפלדור/מרכז זיו,HE,טרומפלדור/מרכז זיו
טרומפלדור/פינסקר,HE,טרומפלדור/פינסקר
טרומפלדור/פינסקר,AR,ترومبلدور/بينسكِر
טרומפלדור/פינסקר,EN,Trumpeldor/Pinsker
טרומפלדור/פיק"א,AR,ترومبلدور/بيكا
טרומפלדור/פיק"א,HE,טרומפלדור/פיק"א
טרומפלדור/פיק"א,EN,Trumpeldor/Pika
טרומפלדור/שמעון דה אן,EN,Trumpeldor/Shimon Dahan
טרומפלדור/שמעון דה אן,AR,ترومبلدور/شمعون دهان
טרומפלדור/שמעון דה אן,HE,טרומפלדור/שמעון דה אן
טריגוסין/כביש 44,HE,טריגוסין/כביש 44
טריגוסין/כביש 44,EN,Trigosin/Road 44
טריגוסין/כביש 44,AR,تريجوسين/طريق 44
טריגוסין-דרום,EN,Trigossin - South
טריגוסין-דרום,AR,تريجوسين - جنوب
טריגוסין-דרום,HE,טריגוסין-דרום
טרמינל 1,EN,Terminal 1
טרמינל 1,HE,טרמינל 1
טרמינל 1,AR,ترمينال 1
טרמינל 3,AR,محطة 3
טרמינל 3,HE,טרמינל 3
טרמינל 3,EN,Terminal 3
טשרנחובסקי/אדמונד פלג,EN,Tchernichovsky/Edmond Fleg
טשרנחובסקי/אדמונד פלג,AR,تشرنيخوبسكي/إدموند بيليغ
טשרנחובסקי/אדמונד פלג,HE,טשרנחובסקי/אדמונד פלג
טשרנחובסקי/ארלוזורוב,AR,تشرنيخوبسكي/أرْلوزوروف
טשרנחובסקי/ארלוזורוב,EN,Tchernichovsky/Arlozorov
טשרנחובסקי/ארלוזורוב,HE,טשרנחובסקי/ארלוזורוב
טשרנחובסקי/חצב,AR,تشرنيخوبسكي/حَتساف
טשרנחובסקי/חצב,HE,טשרנחובסקי/חצב
טשרנחובסקי/חצב,EN,Tchernichovsky/Hatzav
טשרנחובסקי/לוי אשכול,AR,تشرنيخوبسكي/ليڤي أشكول
טשרנחובסקי/לוי אשכול,HE,טשרנחובסקי/לוי אשכול
טשרנחובסקי/לוי אשכול,EN,Tchernichovsky/Levi Eshkol
טשרנחובסקי/פיכמן,AR,تشرنيخوبسكي/فيخمان
טשרנחובסקי/פיכמן,EN,Tchernichovsky/Fichman
טשרנחובסקי/פיכמן,HE,טשרנחובסקי/פיכמן
טשרניחובסקי,HE,טשרניחובסקי
טשרניחובסקי,EN,Tchernichovsky
טשרניחובסקי,AR,تْشرنيخوبسكي
'טשרניחובסקי א,AR,تْشرْنيخوبسكي أ’
'טשרניחובסקי א,EN,Tchernichowsky A
'טשרניחובסקי א,HE,'טשרניחובסקי א
טשרניחובסקי/אז''ר,HE,טשרניחובסקי/אז''ר
טשרניחובסקי/אז''ר,EN,Tchernichovski/Azar
טשרניחובסקי/אז''ר,AR,تشرنيحوبسكي/ أزار
טשרניחובסקי/ארלוזורוב,AR,تشرنيخوبسكي/أرْلوزوروف
טשרניחובסקי/ארלוזורוב,EN,Tchernichovsky/Arlozorov
טשרניחובסקי/ארלוזורוב,HE,טשרניחובסקי/ארלוזורוב
טשרניחובסקי/בית לחם,AR,تشرنيخوبسكي/بيت ليحم
טשרניחובסקי/בית לחם,HE,טשרניחובסקי/בית לחם
טשרניחובסקי/בית לחם,EN,Tchernichovsky/Bethlehem
טשרניחובסקי/בית ספר אורט,HE,טשרניחובסקי/בית ספר אורט
טשרניחובסקי/בית ספר אורט,EN,Tchernichovsky/Ort School
טשרניחובסקי/בית ספר אורט,AR,تشرنيخوبسكي/مَدرسة أورْط
טשרניחובסקי/בן יהודה,AR,تشرنيخوبسكي/ بن يهودا
טשרניחובסקי/בן יהודה,EN,Tchernichovsky/Ben Yehuda
טשרניחובסקי/בן יהודה,HE,טשרניחובסקי/בן יהודה
טשרניחובסקי/ברנר,EN,Tchernichovsky/Brenner
טשרניחובסקי/ברנר,AR,تْشرنيخوبسكي/بْرينر
טשרניחובסקי/ברנר,HE,טשרניחובסקי/ברנר
טשרניחובסקי/גולומב,AR,تشرنيخوبسكي/جولومب
טשרניחובסקי/גולומב,HE,טשרניחובסקי/גולומב
טשרניחובסקי/גולומב,EN,Tchernichovsky/Golomb
טשרניחובסקי/היובל,EN,Tchernichovsky/Hayovel
טשרניחובסקי/היובל,HE,טשרניחובסקי/היובל
טשרניחובסקי/היובל,AR,تشرنيخوبسكي/هَيوفال
טשרניחובסקי/הרצוג,AR,تْشرنيخوبسكي/هَرتسوغ
טשרניחובסקי/הרצוג,EN,Tchernichovsky/Herzog
טשרניחובסקי/הרצוג,HE,טשרניחובסקי/הרצוג
טשרניחובסקי/ויצ"ו,AR,تشرنيخوبسكي/ڤيتسو
טשרניחובסקי/ויצ"ו,HE,טשרניחובסקי/ויצ"ו
טשרניחובסקי/ויצ"ו,EN,Tchernichovsky/Wizo
טשרניחובסקי/ויצמן,EN,Tchernichovsky/Weizmann
טשרניחובסקי/ויצמן,AR,تشرنيخوبسكي/فايتسمَن
טשרניחובסקי/ויצמן,HE,טשרניחובסקי/ויצמן
טשרניחובסקי/זאב,HE,טשרניחובסקי/זאב
טשרניחובסקי/זאב,EN,Tchernichovsky/Ze'ev
טשרניחובסקי/זאב,AR,تْشرنيخوبسكي/زئيف
טשרניחובסקי/ישעיהו,HE,טשרניחובסקי/ישעיהו
טשרניחובסקי/ישעיהו,EN,Tchernichovsky/Yesha'ayahu
טשרניחובסקי/ישעיהו,AR,تشرنيخوبسكي/يِشعيَاهو
טשרניחובסקי/כנפי נשרים,AR,تشرنيخوبسكي/ كنفي نشاريم
טשרניחובסקי/כנפי נשרים,EN,Tchernichovsky/Kanfei Nesharim
טשרניחובסקי/כנפי נשרים,HE,טשרניחובסקי/כנפי נשרים
טשרניחובסקי/סמילנסקי,AR,تشرنيخوبسكي/ سميلنسكي
טשרניחובסקי/סמילנסקי,HE,טשרניחובסקי/סמילנסקי
טשרניחובסקי/סמילנסקי,EN,Tchernichovsky/Smilansky
טשרניחובסקי/סמינר גורדון,EN,Tchernichovsky/Gordon Seminar
טשרניחובסקי/סמינר גורדון,AR,تْشرنيخوبسكي/سِمينار جوردون
טשרניחובסקי/סמינר גורדון,HE,טשרניחובסקי/סמינר גורדון
טשרניחובסקי/סנה,EN,Tchernichovsky/Sne
טשרניחובסקי/סנה,HE,טשרניחובסקי/סנה
טשרניחובסקי/סנה,AR,تشرنيخوبسكي/ سنيه
טשרניחובסקי/סעדיה גאון,AR,تشرنيخوبسكي/سعاديا جؤون
טשרניחובסקי/סעדיה גאון,HE,טשרניחובסקי/סעדיה גאון
טשרניחובסקי/סעדיה גאון,EN,Tchernichovsky/Saadia Gaon
טשרניחובסקי/פיכמן,HE,טשרניחובסקי/פיכמן
טשרניחובסקי/פיכמן,AR,تشرنيخوبسكي/فيخمان
טשרניחובסקי/פיכמן,EN,Tchernichovsky/Fichman
טשרניחובסקי/פרץ חיות,AR,تْشرنيخوبسكي/بيرتس حَيوت
טשרניחובסקי/פרץ חיות,EN,Tchernichovsky/Peretz Hayut
טשרניחובסקי/פרץ חיות,HE,טשרניחובסקי/פרץ חיות
טשרניחובסקי/קצנלסון,AR,تْشرنيخوبسكي/كَتسنلسون
טשרניחובסקי/קצנלסון,HE,טשרניחובסקי/קצנלסון
טשרניחובסקי/קצנלסון,EN,Tchernichovsky/Katznelson
טשרניחובסקי/רמז,AR,تشرنيخوبسكي/ ريمز
טשרניחובסקי/רמז,EN,Tchernichovsky/Remez
טשרניחובסקי/רמז,HE,טשרניחובסקי/רמז
י.ח. ברנר/שד. חיים וייצמן,EN,I.H. Brenner/Haim Weitzman BLVD
י.ח. ברנר/שד. חיים וייצמן,HE,י.ח. ברנר/שד. חיים וייצמן
י.ח. ברנר/שד. חיים וייצמן,AR,ي.ح. برينر/سديروت حاييم ڨايتسمان
י.ל. גורדון/נחמן סירקין,HE,י.ל. גורדון/נחמן סירקין
י.ל. גורדון/נחמן סירקין,EN,I.L. Gordon/Nachman Sirkin
י.ל. גורדון/נחמן סירקין,AR,ي.ل. چوردون/نحمان سيركين
י.ל. גורדון/שד.רוטשילד,EN,I.L. Gordon/Rothschild BLVD
י.ל. גורדון/שד.רוטשילד,AR,ي.ل. چوردون/سديروت روتشيلد
י.ל. גורדון/שד.רוטשילד,HE,י.ל. גורדון/שד.רוטשילד
י.ל. פרץ/פרישמן,EN,I.L.. Peretz/Frishman
י.ל. פרץ/פרישמן,AR,ي.ل. بيرتس/فْريشمَن
י.ל. פרץ/פרישמן,HE,י.ל. פרץ/פרישמן
י.ל. פרץ/שח''ל,EN,Y.L. Perets/Shachal
י.ל. פרץ/שח''ל,HE,י.ל. פרץ/שח''ל
י.ל. פרץ/שח''ל,AR,ي.ل. بيرتس/ شاحَل
יאיר שטרן/מנשה צלח,HE,יאיר שטרן/מנשה צלח
יאיר שטרן/מנשה צלח,AR,يئير شتيرن/منشي تسلح
יאיר שטרן/מנשה צלח,EN,Yair Stern/Menashe Zalach
יאיר/וייצמן,EN,Yair/Weizmann
יאיר/וייצמן,HE,יאיר/וייצמן
יאיר/וייצמן,AR,يئير/فايتسمَن
יאיר/רימלט,EN,Yair/Rimalt
יאיר/רימלט,AR,يئير/ريمالت
יאיר/רימלט,HE,יאיר/רימלט
יאיר/רש''י,AR,يئير/ راشي
יאיר/רש''י,HE,יאיר/רש''י
יאיר/רש''י,EN,Yair/Rashi
יאנוח 3,HE,יאנוח 3
יאנוח 3,EN,Yanuh 3
יאנוח 3,AR,يانوح 3
יאנוח ג'ת 1,HE,יאנוח ג'ת 1
יאנוח ג'ת 1,AR,يانوح جت 1
יאנוח ג'ת 1,EN,Yanuh-Jat 1
יאנוח ג'ת 2,EN,Yanuh-Jat 2
יאנוח ג'ת 2,AR,يانوح جت 2
יאנוח ג'ת 2,HE,יאנוח ג'ת 2
יאנוח ג'ת 3,AR,يانوح جت 3
יאנוח ג'ת 3,EN,Yanuh-Jat 3
יאנוח ג'ת 3,HE,יאנוח ג'ת 3
יאנוח ג'ת 4,AR,يانوح جت 4
יאנוח ג'ת 4,EN,Yanuh-Jat 4
יאנוח ג'ת 4,HE,יאנוח ג'ת 4
יאנוח ג'ת 5,AR,يانوح جَت 5
יאנוח ג'ת 5,EN,Yanuh-Jat 5
יאנוח ג'ת 5,HE,יאנוח ג'ת 5
יאנוח ג'ת 6,HE,יאנוח ג'ת 6
יאנוח ג'ת 6,EN,Yanuh-Jat 6
יאנוח ג'ת 6,AR,يانوح جت 6
יאנוח ג'ת/מגרש כדורגל,HE,יאנוח ג'ת/מגרש כדורגל
יאנוח ג'ת/מגרש כדורגל,AR,يانوح جَت/ملعب كرة قدم
יאנוח ג'ת/מגרש כדורגל,EN,Yanuh-Jat/Football Stadium
יאנוח/8721,EN,Yanuh/8721
יאנוח/8721,AR,يانوح/ 8721
יאנוח/8721,HE,יאנוח/8721
יאנוש קורצ'ק/יוספטל,HE,יאנוש קורצ'ק/יוספטל
יאנוש קורצ'ק/יוספטל,AR,يانوش كورتشاك/ يوسبيتال
יאנוש קורצ'ק/יוספטל,EN,Janusz Korczak/KKL
יאסר,AR,ياسر
יאסר,EN,Yasir
יאסר,HE,יאסר
יאשיהו-תיכון אורט,AR,يوشياهو - ثانوية أورط
יאשיהו-תיכון אורט,EN,Yeshayahu - Ort High School
יאשיהו-תיכון אורט,HE,יאשיהו-תיכון אורט
יבול מרכז,AR,يڤول مركز
יבול מרכז,EN,Yevuk Center
יבול מרכז,HE,יבול מרכז
יבנאל,EN,Yavniel
יבנאל,HE,יבנאל
יבנאל,AR,يڤنيئيل
יבנאל-מ,AR,يڤنيئيل - م
יבנאל-מ,HE,יבנאל-מ
יבנאל-מ,EN,Yavniel- M
יבנאל-משמר-השלושה,HE,יבנאל-משמר-השלושה
יבנאל-משמר-השלושה,AR,يڤنيئيل - مشمار - هَشلوشا
יבנאל-משמר-השלושה,EN,Yavniel-Mishmar- HaShlosha
יבנה מזרח,EN,Yavneh Mizrach East
יבנה מזרח,AR,يڤني شرق
יבנה מזרח,HE,יבנה מזרח
יבנה מערב,AR,يڤني غرب
יבנה מערב,EN,Yavneh Ma'arav West
יבנה מערב,HE,יבנה מערב
יבנה/אזור תעשייה,EN,Yavneh/Industrial zone
יבנה/אזור תעשייה,HE,יבנה/אזור תעשייה
יבנה/אזור תעשייה,AR,يڤني/منطقة صناعية
יבנה/חברון,HE,יבנה/חברון
יבנה/חברון,AR,يڤني/حِبرون
יבנה/חברון,EN,Yavneh/Hebron
יבנה/פדויים,HE,יבנה/פדויים
יבנה/פדויים,EN,Yavneh/Peduyim
יבנה/פדויים,AR,يڤني/بدوييم
יגאל אלון,EN,Yigal Alon
יגאל אלון,HE,יגאל אלון
יגאל אלון,AR,يجئال ألون
יגאל אלון /הסנהדרין,EN,Yigal Alon/HaSanhedrin
יגאל אלון /הסנהדרין,HE,יגאל אלון /הסנהדרין
יגאל אלון /הסנהדרין,AR,يِجئال ألون/هَسنهدرين
'יגאל אלון א,AR,يجئال ألون أ'
'יגאל אלון א,HE,'יגאל אלון א
'יגאל אלון א,EN,Yigal Alon A'
יגאל אלון/ החרש,HE,יגאל אלון/ החרש
יגאל אלון/ החרש,EN,Yigal Alon/Haheresh
יגאל אלון/ החרש,AR,يجئال ألون/هَحيرِش
יגאל אלון/אברהם סכנין,AR,يجئال ألون/أڤراهام سخنين
יגאל אלון/אברהם סכנין,EN,Yigal Alon/Avraham Sakhnin
יגאל אלון/אברהם סכנין,HE,יגאל אלון/אברהם סכנין
יגאל אלון/אלוף הרב גורן,EN,Yigal Alon/Major General Rabbi Goren
יגאל אלון/אלוף הרב גורן,HE,יגאל אלון/אלוף הרב גורן
יגאל אלון/אלוף הרב גורן,AR,يجئال ألون/ألوف هَراب جورين
יגאל אלון/אליעזר אלתר,AR,يجئال ألون/إليعيزر ألتر
יגאל אלון/אליעזר אלתר,HE,יגאל אלון/אליעזר אלתר
יגאל אלון/אליעזר אלתר,EN,Yigal Alon/Eliezer Alter
יגאל אלון/אמיל גרינצוויג,AR,يجئال ألون/إميل جرينتسڤيغ
יגאל אלון/אמיל גרינצוויג,EN,Yigal Alon/Emil Greenzweig
יגאל אלון/אמיל גרינצוויג,HE,יגאל אלון/אמיל גרינצוויג
יגאל אלון/בבא סאלי,EN,Yga'el Alon/Baba Sali
יגאל אלון/בבא סאלי,AR,يِجئال ألون/بابا سالي
יגאל אלון/בבא סאלי,HE,יגאל אלון/בבא סאלי
יגאל אלון/גולדה,AR,يِجئال ألون/جُولدا
יגאל אלון/גולדה,EN,Yga'el Alon/Golda
יגאל אלון/גולדה,HE,יגאל אלון/גולדה
יגאל אלון/גרינשפן,AR,يجئال ألون/جرينسبان
יגאל אלון/גרינשפן,HE,יגאל אלון/גרינשפן
יגאל אלון/גרינשפן,EN,Yigal Alon/Greenspan
יגאל אלון/דוד אלעזר,AR,يجئال ألون/داڤيد إلعزار
יגאל אלון/דוד אלעזר,HE,יגאל אלון/דוד אלעזר
יגאל אלון/דוד אלעזר,EN,Yigal Alon/David Elazar
יגאל אלון/דקר,EN,Yga'el Alon/Dakar
יגאל אלון/דקר,AR,يِجئال ألون/داكار
יגאל אלון/דקר,HE,יגאל אלון/דקר
יגאל אלון/דרך בירם,AR,يِجئال ألون/ديريخ بيرام
יגאל אלון/דרך בירם,HE,יגאל אלון/דרך בירם
יגאל אלון/דרך בירם,EN,Yga'el Alon/Derech Biram
יגאל אלון/דרך החורש,HE,יגאל אלון/דרך החורש
יגאל אלון/דרך החורש,EN,Yga'el Alon/Derech Haroresh
יגאל אלון/דרך החורש,AR,يِجئال ألون/ديريخ هَحورِش
יגאל אלון/דרך השלום,AR,يِجئال ألون/ديريخ هَشلوم
יגאל אלון/דרך השלום,EN,Yga'el Alon/Derech Hashalom
יגאל אלון/דרך השלום,HE,יגאל אלון/דרך השלום
יגאל אלון/ההגנה,AR,يِجئال ألون/هَهجَناه
יגאל אלון/ההגנה,HE,יגאל אלון/ההגנה
יגאל אלון/ההגנה,EN,Yga'el Alon/Ha'agana
יגאל אלון/הירדן,HE,יגאל אלון/הירדן
יגאל אלון/הירדן,EN,Ygal Alon/Hayarden
יגאל אלון/הירדן,AR,يجئال ألون/هَيردين
